,,,,2025,,,,,,,,
행정구역,,,,총인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60세 이상
대구광역시,동구,신천4동(2714058000),,"14,252","14,252","1,080","1,205","1,503","2,231","1,429","1,523","3,613"
대구광역시,동구,효목1동(2714059000),,"10,871","10,871",738,504,"1,119","1,040","1,219","1,953","2,943"
대구광역시,동구,효목2동(2714060000),,"11,622","11,622",243,535,"1,460","1,853","1,815","2,312","5,513"
대구광역시,동구,도평동(2714061500),,"14,088","14,088",641,952,499,316,314,567,"5,055"
대구광역시,동구,불로.봉무동(2714062000),,"3,477","3,477",82,149,"1,778","2,002","3,258","3,411","1,550"
대구광역시,동구,지저동(2714064000),,"19,643","19,643","1,274","2,239","1,173","1,231","1,304","2,190","5,681"
대구광역시,동구,동촌동(2714065500),,"12,601","12,601",352,633,"1,431","1,566","1,673","2,367","5,718"
대구광역시,동구,방촌동(2714067000),,"14,087","14,087",474,772,"1,618","1,581","1,787","2,990","5,804"
대구광역시,동구,해안동(2714068500),,"16,933","16,933",505,"1,033","1,269","1,356","1,433","2,275","7,419"
대구광역시,동구,안심1동(2714072000),,"13,266","13,266",394,742,"3,781","3,997","5,485","6,207","5,797"
대구광역시,동구,안심2동(2714073000),,"37,623","37,623","1,961","3,451","1,764","2,706","2,198","3,114","12,741"
대구광역시,동구,안심3동(2714074200),,"16,943","16,943","1,127","1,047","2,119","2,532","3,480","3,433","4,987"
대구광역시,동구,안심4동(2714074700),,"20,050","20,050","1,403","2,532","3,069","3,115","3,958","4,904","4,551"
대구광역시,동구,혁신동(2714075500),,"26,622","26,622","1,449","2,672","1,383","2,976","3,655","2,003","7,455"
대구광역시,동구,공산동(2714076000),,"16,727","16,727","1,735","1,929","1,489","2,110","2,504","3,512","3,046"
대구광역시,서구,-2717000000,,"19,972","19,972","1,036","1,251","14,739","19,565","19,512","28,731","8,070"
대구광역시,서구,내당1동(2717051000),,"163,689","163,689","6,913","9,662","1,503","2,098","1,826","2,329","64,567"
대구광역시,서구,내당2.3동(2717052500),,"13,600","13,600",932,874,704,684,799,"1,477","4,038"
대구광역시,서구,내당4동(2717054000),,"7,961","7,961",151,306,"1,553","1,600","1,597","2,502","3,840"
대구광역시,서구,비산1동(2717055000),,"14,234","14,234",324,814,661,670,816,"1,594","5,844"
대구광역시,서구,비산2.3동(2717056500),,"7,985","7,985",138,403,572,600,690,"1,391","3,703"
대구광역시,서구,비산4동(2717058000),,"7,756","7,756",123,319,746,793,890,"1,544","4,061"
대구광역시,서구,비산5동(2717059000),,"8,391","8,391",169,433,337,398,477,868,"3,816"
대구광역시,서구,비산6동(2717060000),,"4,886","4,886",103,185,580,548,617,"1,282","2,518"
대구광역시,서구,비산7동(2717061000),,"6,458","6,458",110,274,715,856,891,"1,621","3,047"
대구광역시,서구,평리1동(2717062000),,"8,566","8,566",257,391,552,542,646,"1,188","3,835"
대구광역시,서구,평리2동(2717063000),,"6,299","6,299",120,328,593,645,941,"1,242","2,923"
대구광역시,서구,평리3동(2717064000),,"6,994","6,994",283,588,977,"1,676","1,699","1,977","2,702"
대구광역시,서구,평리4동(2717065000),,"12,252","12,252",770,770,"1,430","1,666","1,962","2,690","4,383"
대구광역시,서구,평리5동(2717066000),,"15,292","15,292",572,"1,080",793,"2,652","1,641","1,236","5,892"
대구광역시,서구,평리6동(2717066100),,"10,328","10,328","1,432",697,474,986,629,950,"1,877"
대구광역시,서구,상중이동(2717067500),,"5,438","5,438",337,279,"1,628","1,659","2,170","3,103","1,783"
대구광역시,서구,원대동(2717069500),,"17,181","17,181",593,"1,417",921,"1,492","1,221","1,737","6,611"
대구광역시,남구,-2720000000,,"10,068","10,068",499,504,"15,990","16,527","16,657","22,708","3,694"
대구광역시,남구,이천동(2720051500),,"135,713","135,713","5,118","8,072","1,263","2,020","2,068","2,416","50,641"
대구광역시,남구,봉덕1동(2720053000),,"14,364","14,364",942,"1,075",833,867,920,"1,446","4,580"
대구광역시,남구,봉덕2동(2720054000),,"7,846","7,846",183,373,"1,006","1,631","1,912","2,035","3,224"
대구광역시,남구,봉덕3동(2720055000),,"13,039","13,039",965,"1,063","1,455","1,378","1,786","2,520","4,427"
대구광역시,남구,대명1동(2720056000),,"14,328","14,328",450,"1,064","1,180","1,044","1,106","1,623","5,675"
대구광역시,남구,대명2동(2720057100),,"9,413","9,413",215,628,"2,162","1,813","1,345","1,704","3,617"
대구광역시,남구,대명3동(2720058600),,"11,624","11,624",426,635,"1,273",926,938,"1,527","3,539"
대구광역시,남구,대명4동(2720059000),,"9,226","9,226",166,420,"1,103",893,943,"1,552","3,976"
대구광역시,남구,대명5동(2720060000),,"9,272","9,272",226,445,"1,291","1,232",931,"1,134","4,110"
대구광역시,남구,대명6동(2720061000),,"7,548","7,548",438,418,"1,230","1,398","1,387","1,841","2,104"
대구광역시,남구,대명9동(2720064000),,"10,521","10,521",470,614,"1,610","1,627","1,680","2,378","3,581"
대구광역시,남구,대명10동(2720065000),,"13,238","13,238",324,721,940,938,869,"1,312","4,898"
대구광역시,남구,대명11동(2720066000),,"8,019","8,019",158,329,644,760,772,"1,220","3,473"
대구광역시,북구,-2723000000,,"7,275","7,275",155,287,"51,134","48,327","57,294","76,710","3,437"
대구광역시,북구,고성동(2723051000),,"410,474","410,474","22,118","37,627","1,174","3,731","2,606","1,539","117,264"
대구광역시,북구,칠성동(2723052600),,"14,312","14,312","2,035","1,185","2,569","3,486","3,756","3,578","2,042"
대구광역시,북구,침산1동(2723055000),,"22,905","22,905","1,495","2,240",272,322,355,612,"5,781"
대구광역시,북구,침산2동(2723056000),,"3,502","3,502",100,153,"1,762","2,368","3,133","3,036","1,688"
대구광역시,북구,침산3동(2723057000),,"18,006","18,006","1,455","2,295","1,794","1,752","2,651","3,351","3,957"
대구광역시,북구,산격1동(2723061000),,"17,906","17,906","1,050","1,888",487,576,661,"1,351","5,420"
대구광역시,북구,산격2동(2723062000),,"7,562","7,562",92,302,"1,033",998,"1,059","1,773","4,093"
대구광역시,북구,산격3동(2723063000),,"9,515","9,515",309,692,"2,508",946,738,993,"3,651"
대구광역시,북구,산격4동(2723063100),,"8,171","8,171",135,341,806,808,750,"1,215","2,510"
대구광역시,북구,대현동(2723064500),,"7,116","7,116",143,357,"2,656","1,478","1,890","2,501","3,037"
대구광역시,북구,복현1동(2723067100),,"15,593","15,593",495,"1,007","2,490",889,611,940,"5,566"
대구광역시,북구,복현2동(2723067200),,"6,932","6,932",101,237,"3,765","3,791","4,189","4,930","1,664"
대구광역시,북구,검단동(2723068000),,"28,995","28,995","1,705","2,938",425,578,669,910,"7,677"
대구광역시,북구,무태조야동(2723069500),,"5,549","5,549",135,268,"3,417","3,254","5,220","7,109","2,564"
대구광역시,북구,관문동(2723071500),,"33,033","33,033","2,091","3,299","2,771","3,865","5,717","5,632","8,643"
대구광역시,북구,태전1동(2723072500),,"32,501","32,501","2,651","3,371","3,513","2,376","2,449","3,965","8,494"
대구광역시,북구,태전2동(2723073500),,"21,257","21,257",750,"1,489","2,754","2,309","2,737","4,227","6,715"
대구광역시,북구,구암동(2723074500),,"21,918","21,918",905,"1,927","4,027","2,757","4,282","7,103","7,059"
대구광역시,북구,관음동(2723075000),,"30,819","30,819","1,286","3,614","1,528","1,301","1,482","2,910","7,750"
대구광역시,북구,읍내동(2723077000),,"13,927","13,927",385,"1,017","3,066","2,941","2,913","5,028","5,304"
대구광역시,북구,동천동(2723078000),,"25,044","25,044","1,148","2,019","3,433","2,448","3,525","6,071","7,929"
대구광역시,북구,노원동(2723079000),,"25,122","25,122","1,264","3,069",936,"1,471","1,298","1,929","5,312"
대구광역시,북구,국우동(2723080000),,"11,100","11,100",460,567,"3,948","3,882","4,603","6,007","4,439"
대구광역시,수성구,-2726000000,,"29,689","29,689","1,928","3,352","43,015","42,423","63,304","74,361","5,969"
대구광역시,수성구,범어1동(2726051000),,"409,279","409,279","24,419","47,428","2,006","2,553","4,086","3,589","114,329"
대구광역시,수성구,범어2동(2726052000),,"21,566","21,566","2,073","3,060","1,869","1,720","2,156","2,373","4,199"
대구광역시,수성구,범어3동(2726053000),,"14,127","14,127",817,"1,592","1,804","2,289","3,275","2,913","3,600"
대구광역시,수성구,범어4동(2726054000),,"17,212","17,212","1,750","2,290","1,597","1,049","4,362","3,240","2,891"
대구광역시,수성구,만촌1동(2726055000),,"18,766","18,766","1,345","4,280","2,100","2,010","2,868","3,725","2,893"
대구광역시,수성구,만촌2동(2726056000),,"20,555","20,555","1,236","2,067","1,618","1,328","2,145","2,329","6,549"
대구광역시,수성구,만촌3동(2726056100),,"13,174","13,174",737,"1,690","2,059","1,570","4,565","3,857","3,327"
대구광역시,수성구,수성1가동(2726057000),,"21,170","21,170","1,462","4,046","1,675","1,569","2,532","3,160","3,611"
대구광역시,수성구,수성2.3가동(2726058000),,"17,145","17,145",957,"1,974","1,014",798,"1,681","1,886","5,278"
대구광역시,수성구,수성4가동(2726059000),,"10,303","10,303",684,"1,415","1,504","1,210","1,469","2,722","2,825"
대구광역시,수성구,황금1동(2726060100),,"13,062","13,062",462,"1,073","2,057","1,667","3,639","3,998","4,622"
대구광역시,수성구,황금2동(2726060200),,"21,243","21,243","1,574","3,329","1,361","1,616","1,763","1,905","4,979"
대구광역시,수성구,중동(2726061000),,"11,492","11,492",680,909,"1,416","2,138","2,435","2,406","3,258"
대구광역시,수성구,상동(2726062000),,"14,488","14,488","1,201","1,186","1,420","1,440","1,809","2,458","3,706"
대구광역시,수성구,파동(2726063000),,"14,097","14,097",533,"1,019","1,285","2,290","2,476","2,656","5,418"
대구광역시,수성구,두산동(2726064000),,"16,222","16,222","1,104","1,195","1,889","2,181","2,256","2,648","5,216"
대구광역시,수성구,지산1동(2726065100),,"14,793","14,793",874,"1,208","2,154","1,893","2,082","3,521","3,737"
대구광역시,수성구,지산2동(2726065200),,"18,869","18,869",435,"1,278","1,891","1,943","2,304","3,436","7,506"
대구광역시,수성구,범물1동(2726066100),,"18,403","18,403",772,"1,557",702,682,891,"1,566","6,500"
대구광역시,수성구,범물2동(2726066200),,"9,866","9,866",192,445,"1,533","1,549","2,234","2,842","5,388"
대구광역시,수성구,고산1동(2726067000),,"15,665","15,665",790,"1,654","3,526","3,084","4,830","6,145","5,063"
대구광역시,수성구,고산2동(2726068000),,"31,514","31,514","1,803","4,304","2,956","2,973","3,562","4,888","7,822"
대구광역시,수성구,고산3동(2726069000),,"25,936","25,936","1,644","2,695","3,579","2,871","3,884","6,098","7,218"
대구광역시,달서구,-2729000000,,"29,611","29,611","1,294","3,162","59,246","61,149","72,727","95,065","8,723"
대구광역시,달서구,성당동(2729051500),,"517,682","517,682","27,531","48,863","1,876","2,054","2,765","3,474","153,101"
대구광역시,달서구,두류1.2동(2729053500),,"20,258","20,258",785,"1,751","2,032","2,535","1,875","2,485","7,553"
대구광역시,달서구,두류3동(2729055000),,"15,645","15,645",659,755,"1,040","1,195","1,078","1,546","5,304"
대구광역시,달서구,감삼동(2729055500),,"9,018","9,018",357,581,"3,578","4,853","4,745","5,175","3,221"
대구광역시,달서구,죽전동(2729056300),,"30,975","30,975","2,432","2,825","1,865","2,345","1,758","2,421","7,367"
대구광역시,달서구,장기동(2729056800),,"14,372","14,372",706,822,"1,768","1,924","2,124","2,951","4,455"
대구광역시,달서구,용산1동(2729057100),,"15,457","15,457",762,"1,328","3,709","3,174","3,511","6,232","4,600"
대구광역시,달서구,용산2동(2729057200),,"28,304","28,304","1,111","2,667","3,030","2,649","3,141","5,603","7,900"
대구광역시,달서구,이곡1동(2729057600),,"25,114","25,114",901,"2,108","2,731","2,336","2,353","4,495","7,682"
대구광역시,달서구,이곡2동(2729057700),,"19,975","19,975",727,"1,635","1,662","1,662","1,698","2,858","5,698"
대구광역시,달서구,신당동(2729058500),,"14,327","14,327",466,951,"6,288","3,010","2,791","5,249","5,030"
대구광역시,달서구,본리동(2729059000),,"28,046","28,046",754,"1,792","2,071","3,279","3,739","3,837","8,162"
대구광역시,달서구,월성1동(2729060100),,"22,544","22,544","1,733","2,379","3,989","3,657","8,334","7,531","5,506"
대구광역시,달서구,월성2동(2729060200),,"39,883","39,883","3,354","7,486","1,127",978,"1,426","2,558","5,532"
대구광역시,달서구,진천동(2729061500),,"13,674","13,674",267,810,"5,425","5,983","7,244","9,108","6,508"
대구광역시,달서구,유천동(2729061700),,"49,951","49,951","3,018","4,823","2,451","4,800","7,652","4,589","14,350"
대구광역시,달서구,상인1동(2729062400),,"33,141","33,141","4,370","5,736","3,684","3,227","4,283","6,236","3,543"
대구광역시,달서구,상인2동(2729062500),,"32,518","32,518","1,641","3,650","2,209","2,476","1,970","2,854","9,797"
대구광역시,달서구,상인3동(2729062600),,"16,981","16,981",689,"1,098",642,710,889,"1,567","5,685"
대구광역시,달서구,도원동(2729062800),,"9,697","9,697",139,379,"3,259","2,941","3,746","6,033","5,371"
대구광역시,달서구,송현1동(2729063000),,"31,429","31,429","1,116","2,623","1,838","1,730","1,893","2,999","11,711"
대구광역시,달서구,송현2동(2729064000),,"16,209","16,209",417,824,"1,776","2,129","2,123","3,041","6,508"
대구광역시,달서구,본동(2729065000),,"17,989","17,989",682,"1,001","1,196","1,502","1,589","2,223","7,237"
대구광역시,달성군,-2771000000,,"12,175","12,175",445,839,"22,361","33,478","43,801","41,500","4,381"
대구광역시,달성군,화원읍(2771025000),,"254,844","254,844","20,694","27,138","4,763","4,982","5,509","8,958","65,872"
대구광역시,달성군,논공읍(2771025300),,"45,779","45,779","2,241","3,714",267,432,469,756,"15,612"
대구광역시,달성군,논공읍공단출장소(2771025400),,"4,184","4,184",188,176,"1,068","1,032","1,502","2,696","1,896"
대구광역시,달성군,다사읍(2771025600),,"10,951","10,951",411,869,"4,765","6,408","9,313","8,564","3,373"
대구광역시,달성군,다사읍서재출장소(2771025700),,"51,683","51,683","4,128","6,791","3,068","5,912","8,085","5,685","11,714"
대구광역시,달성군,유가읍(2771025900),,"37,841","37,841","4,328","4,517","2,452","4,631","7,173","4,179","6,246"
대구광역시,달성군,옥포읍(2771026200),,"31,383","31,383","3,715","4,862","1,559","2,589","3,533","3,689","4,371"
대구광역시,달성군,현풍읍(2771026500),,"22,700","22,700","1,634","1,937","2,376","3,434","3,578","2,924","7,759"
대구광역시,달성군,가창면(2771031000),,"21,320","21,320","1,536","1,927",415,377,682,"1,056","5,545"
대구광역시,달성군,하빈면(2771033000),,"6,849","6,849",179,446,142,194,215,562,"3,694"
대구광역시,달성군,구지면(2771038000),,"3,200","3,200",44,98,"1,486","3,487","3,742","2,431","1,945"
대구광역시,군위군,-2772000000,,"18,954","18,954","2,290","1,801",899,"1,112","1,633","3,517","3,717"
대구광역시,군위군,군위읍(2772025000),,"22,335","22,335",435,815,528,531,847,"1,414","13,924"
대구광역시,군위군,소보면(2772031000),,"7,812","7,812",252,546,50,89,138,321,"3,694"
대구광역시,군위군,효령면(2772032000),,"2,227","2,227",26,30,111,177,195,537,"1,573"
대구광역시,군위군,부계면(2772033000),,"3,597","3,597",56,85,59,99,100,342,"2,436"
대구광역시,군위군,우보면(2772034000),,"2,056","2,056",29,53,56,63,98,272,"1,374"
대구광역시,군위군,의흥면(2772035000),,"1,935","1,935",23,28,57,78,129,288,"1,395"
대구광역시,군위군,산성면(2772036000),,"2,218","2,218",23,38,17,37,49,175,"1,605"
대구광역시,군위군,삼국유사면(2772037000),,"1,191","1,191",22,18,21,38,77,168,873
인천광역시,-2800000000,,,"1,299","1,299",4,17,"339,489","430,784","474,685","515,955",974
인천광역시,중구,-2811000000,,"3,050,547","3,050,547","189,570","275,913","21,762","29,141","29,459","26,942","824,151"
인천광역시,중구,연안동(2811052000),,"175,883","175,883","12,804","15,880",390,430,571,934,"39,895"
